iter	RMSE
227	0.2334252219
228	0.2331513049
229	0.2328798384
230	0.2325449895
231	0.2323299642
232	0.2323233591
233	0.232320303
234	0.2320644819
235	0.2318400179
236	0.2318352599
237	0.2317602815
238	0.2316177054
239	0.2316131367
240	0.2313609624
241	0.2313336669
242	0.2313199557
243	0.2312746002
244	0.2309532187
245	0.2309174591
246	0.2306884212
247	0.2304704947
248	0.2303568981
249	0.2301795887
250	0.2301053246
251	0.2300601363
252	0.2299349379
253	0.2296518596
254	0.2294901733
255	0.2293767618
256	0.2293354829
257	0.2292748891
258	0.2290996871
259	0.2290347424
260	0.228642025
261	0.2285168369
262	0.228513444
263	0.2283180944
264	0.2279674704
265	0.2277905653
266	0.2277403336
267	0.2274776559
268	0.2272322085
269	0.2272200493
270	0.2269595034
271	0.2267500159
272	0.2266088725
273	0.2265350226
274	0.2263079976
275	0.2260647879
276	0.2258292195
277	0.2256496974
278	0.2254129282
279	0.225372853
280	0.2252508056
281	0.2250415927
282	0.2248701655
283	0.2248536365
284	0.2245517553
285	0.2243592276
286	0.2241703301
287	0.223809762
288	0.2237719503
289	0.2234911748
290	0.2233895815
291	0.2233448251
292	0.223082227
293	0.2230777911
294	0.2230194363
295	0.2229191292
296	0.222778659
297	0.2226776691
298	0.2225736344
299	0.2225697129
300	0.2223657344
301	0.2221725507
302	0.2221698128
303	0.2221607705
304	0.2221508621
305	0.2219950773
306	0.2217227193
307	0.2215753677
308	0.2214688347
309	0.2213362103
310	0.2212121937
311	0.221003926
312	0.2208173606
313	0.2206001818
314	0.2203369698
315	0.2201993691
316	0.2200642614
317	0.2199901204
318	0.2199809474
319	0.2198684615
320	0.2194711036
321	0.219454883
322	0.2194440581
323	0.2194032389
324	0.2192886616
325	0.2191817573
326	0.2189577061
327	0.218770261
328	0.2187648812
329	0.2185936565
330	0.2185857876
331	0.218454119
332	0.218164726
333	0.2181566692
334	0.2179183339
335	0.2177571989
336	0.2175770443
337	0.2173830626
338	0.2173018691
339	0.2172934508
340	0.2170433905
341	0.216869935
342	0.2168645452
343	0.2166888348
344	0.2166653611
345	0.2166446342
346	0.2166293291
347	0.2164488524
348	0.2163077596
349	0.2161731772
350	0.2160725542
351	0.2160146511
352	0.2159397819
353	0.2159234956
354	0.2157160143
355	0.2155128573
356	0.2154927106
357	0.2153758404
358	0.2152425988
359	0.21523809
360	0.2151239841
361	0.21505128
362	0.2148851037
363	0.2147951861
364	0.2146000065
365	0.2145947639
366	0.2144092365
367	0.2142787697
368	0.2141539898
369	0.2140541121
370	0.2138332526
371	0.2136776916
372	0.2136066311
373	0.2134946558
374	0.213366265
375	0.2132815391
376	0.2132770268
377	0.213225293
378	0.2129620354
379	0.212725721
380	0.2125819895
381	0.2125483252
382	0.2124264421
383	0.212174085
384	0.2120101444
385	0.2119076199
386	0.2118511031
387	0.2117512315
388	0.2116973967
389	0.2115834454
390	0.2114661556
391	0.2112531533
392	0.2110687289
393	0.2110503696
394	0.2110109668
395	0.2109877039
396	0.2109066037
397	0.2107679155
398	0.2107421737
399	0.2105126263
400	0.2103849514
401	0.2103809495
402	0.2102367015
403	0.2101050406
404	0.2099732416
405	0.2098526392
406	0.209726537
407	0.2096071151
408	0.2095774667
409	0.2094372695
410	0.209133767
411	0.2088881084
412	0.2088037478
413	0.20859754
414	0.2084808665
415	0.2084531924
416	0.2083207914
417	0.2082281493
418	0.2082230649
419	0.2081536751
420	0.2079673574
421	0.2078411144
422	0.2076303421
423	0.2075381108
424	0.2073608629
425	0.2072333978
426	0.2072238897
427	0.2069790814
428	0.2069063878
429	0.2068557548
430	0.2066305832
431	0.2066043772
432	0.2064208777
433	0.2062099043
434	0.2060271555
435	0.2059840279
436	0.2057959073
437	0.2056440697
438	0.2055352933
439	0.2055319793
440	0.2054138383
441	0.2051903185
442	0.2051844305
443	0.2050852263
444	0.2049794051
445	0.204812317
446	0.2046835664
447	0.2045505531
448	0.2044476454
449	0.2043242746
450	0.2042692246
451	0.2041960679
452	0.2041734404
453	0.2041077494
454	0.2039517807
455	0.2039170529
456	0.2038190137
457	0.2037554593
458	0.2036721013
459	0.2035930605
460	0.2035284721
461	0.2034040859
462	0.2033820085
463	0.2032469815
464	0.2031307081
465	0.2028859539
466	0.2027717523
467	0.2027603321
468	0.202675084
469	0.2025540379
470	0.2025386364
471	0.2023317479
472	0.202159147
473	0.201913256
474	0.2018004398
475	0.2017972265
476	0.2015517622
477	0.2015489529
478	0.2015453805
479	0.2012722328
480	0.2010982336
481	0.2008767531
482	0.200732575
483	0.2006402865
484	0.2006077576
485	0.2005604956
486	0.2004377063
487	0.2002787629
488	0.2002490087
489	0.2002383585
490	0.200152846
491	0.2000326982
492	0.2000083417
493	0.1998741572
494	0.1998514171
495	0.1997057157
496	0.1996088402
497	0.1995204312
498	0.1994161121
499	0.1993533245
500	0.1992302268
501	0.1992234463
502	0.1990718757
503	0.1990704775
504	0.1988742416
505	0.198793686
506	0.1986310417
507	0.1986176971
508	0.1985629472
509	0.1984734616
510	0.1983251884
511	0.1982969889
512	0.1981998855
513	0.1981539488
514	0.1981373216
515	0.1980823124
516	0.1979779004
517	0.1977537515
518	0.1977277068
519	0.1976718747
520	0.1975702314
521	0.1974171185
522	0.1972648779
523	0.1970949389
524	0.1970556115
525	0.1969243817
526	0.1968938928
527	0.1967384688
528	0.1966908074
529	0.1966137979
530	0.1965383789
531	0.1964591884
532	0.1964378338
533	0.1963046318
534	0.1961986904
535	0.1961448589
536	0.1959778207
537	0.1959756903
538	0.1959439491
539	0.1958653822
540	0.1957268992
541	0.1956565483
542	0.1956243735
543	0.1956166523
544	0.1955808376
545	0.1953580615
546	0.1952835725
547	0.1951470904
548	0.1950654777
549	0.1949113999
550	0.1948082457
551	0.194685208
552	0.1946780384
553	0.1945860364
554	0.1944706563
555	0.194355897
556	0.1942385335
557	0.1941567678
558	0.1939485589
559	0.1937937617
560	0.193744198
561	0.1936677575
562	0.1935805688
563	0.1934753325
564	0.19335665
565	0.1933476742
566	0.1932786635
567	0.1931566485
568	0.1930897784
569	0.1930312835
570	0.1929367824
571	0.1928809784
572	0.1927086769
573	0.1925977983
574	0.1925299078
575	0.1925259208
576	0.192505436
577	0.1923966385
578	0.1922836097
579	0.1921538261
580	0.1920474638
581	0.1920266728
582	0.191907029
583	0.1918701981
584	0.1917459505
585	0.1917076134
586	0.1916250887
587	0.1914997294
588	0.1914026285
589	0.1913163123
590	0.1912303131
591	0.1910161944
592	0.1909522555
593	0.1908185467
594	0.190760843
595	0.1906506017
596	0.1903572798
597	0.1900504959
598	0.190032549
599	0.1897151577
600	0.1896456806
601	0.1895520496
602	0.1894473379
603	0.1891249951
604	0.1890000129
605	0.1889716213
606	0.1889544333
607	0.1888289901
608	0.1887680201
609	0.1886637812
610	0.188458385
611	0.1882469981
612	0.1882268917
613	0.1880472914
614	0.1880348505
615	0.1879257965
616	0.1877383407
617	0.1877065722
618	0.1875302045
619	0.1874345326
620	0.1873389834
621	0.1873079095
622	0.1872509898
623	0.1871810725
624	0.1871619202
625	0.1870534071
626	0.1870374345
627	0.1869041411
628	0.186898092
629	0.1868755456
630	0.1866774949
631	0.1866543661
632	0.1866472394
633	0.1864974804
634	0.1863834616
635	0.1863763693
636	0.1862944466
637	0.186262779
638	0.1862356752
639	0.1861193263
640	0.1861181257
641	0.1860100337
642	0.1858629397
643	0.1857187078
644	0.1857138773
645	0.1857063694
646	0.1855815764
647	0.1854945554
648	0.185405097
649	0.1853434109
650	0.1853164659
651	0.1852686348
652	0.1852322696
653	0.1852313716
654	0.1851103298
655	0.1850844101
656	0.1850013947
657	0.1849944648
658	0.1849622913
659	0.1848212906
660	0.1847384171
661	0.1846481194
662	0.1845775499
663	0.1845682035
664	0.1843893422
665	0.18423572
666	0.1842108709
667	0.1840404856
668	0.1840194069
669	0.183982809
670	0.1839070545
671	0.1838435132
672	0.1836856934
673	0.1836301559
674	0.1835442447
675	0.1835215022
676	0.1833734306
677	0.1832993384
678	0.1832091458
679	0.183145722
680	0.183119988
681	0.1830581123
682	0.1830224538
683	0.1829310084
684	0.1828817076
685	0.1828669847
686	0.182848242
687	0.1827939233
688	0.1826991967
689	0.1826121905
690	0.1825730148
691	0.1824679666
692	0.1824279859
693	0.1821884816
694	0.1821510951
695	0.1820149949
696	0.1819035384
697	0.1818294735
698	0.1818112253
699	0.1817977668
700	0.1816787596
701	0.1814229756
702	0.1813845511
703	0.1812437263
704	0.1811545467
705	0.1810934612
706	0.1809997819
707	0.1809719148
708	0.1808669564
709	0.1808035042
710	0.1807783214
711	0.1807018737
712	0.1806722639
713	0.1805824087
714	0.1805567999
715	0.1804205841
716	0.1804163318
717	0.1803944169
718	0.1803394249
719	0.1803385647
720	0.1803349877
721	0.1802276635
722	0.1801922096
723	0.1800182208
724	0.1800118232
725	0.1799093293
726	0.1798941187
727	0.1797022011
728	0.1796933938
729	0.1796337861
730	0.1794987493
731	0.1794120571
732	0.1792602497
733	0.1791361081
734	0.1790449121
735	0.1790067328
736	0.1789579687
737	0.1788775993
738	0.1788533869
739	0.1787997421
740	0.1787654373
741	0.1787096638
742	0.1786779326
743	0.1786270827
744	0.178443668
745	0.1784132994
746	0.1784114414
747	0.1783644117
748	0.1783521753
749	0.1783057813
750	0.1781565165
751	0.1781087412
752	0.1779634623
753	0.1779334223
754	0.1778706762
755	0.1778122947
756	0.1777069675
757	0.1776327575
758	0.1774346512
759	0.1774204802
760	0.1774038632
761	0.1773895012
762	0.177388607
763	0.1772990503
764	0.177296696
765	0.1772419205
766	0.1771346327
767	0.1770945206
768	0.1770360244
769	0.1769833295
770	0.1769113196
771	0.1769008429
772	0.1768957214
773	0.1768008189
774	0.176795594
775	0.1767859152
776	0.1767498162
777	0.1765639855
778	0.1764711641
779	0.1764224071
780	0.1763778156
781	0.1762528889
782	0.1762350986
783	0.1760263628
784	0.1759556481
785	0.1758620189
786	0.1757719128
787	0.1757452254
788	0.1756870728
789	0.1756539365
790	0.1756172836
791	0.1755831198
792	0.1754488505
793	0.1753654746
794	0.1751715896
795	0.1751597554
796	0.1751007498
797	0.1750384854
798	0.174765822
799	0.1746202106
800	0.1745781137
801	0.174477907
802	0.1743454299
803	0.1742701159
804	0.1742511879
805	0.1741294656
806	0.1740937864
807	0.1740682288
808	0.1740425308
809	0.1740241487
810	0.1739082583
811	0.1738523447
812	0.1737702817
813	0.1737467544
814	0.1736775648
815	0.1734868281
816	0.1734855214
817	0.1734390684
818	0.1733358552
819	0.1731973907
820	0.1730750892
821	0.1730187881
822	0.1730178052
823	0.172981215
824	0.1729650688
825	0.1728505306
826	0.1727423825
827	0.1726650296
828	0.1726318402
829	0.1725148202
830	0.1724892328
831	0.1724653913
832	0.1724236296
833	0.1724002258
834	0.1723504706
835	0.1722660346
836	0.1722186972
837	0.1721600549
838	0.1720827233
839	0.1720043456
840	0.1719364015
841	0.1718615822
842	0.1718427356
843	0.1716531695
844	0.1715544423
845	0.1715268657
846	0.1714123
847	0.1713907524
848	0.1713476413
849	0.1713030929
850	0.1712983393
851	0.171073636
852	0.1710107832
853	0.1709610682
854	0.1709009951
855	0.1708707343
856	0.1708284217
857	0.1706744487
858	0.1705264226
859	0.1704181567
860	0.1703981426
861	0.1703474193
862	0.1702716466
863	0.1701706859
864	0.1701516036
865	0.1701175569
866	0.1699601425
867	0.1699066392
868	0.1698870281
869	0.1698410003
870	0.1697708321
871	0.1697691857
872	0.1697122366
873	0.1696765527
874	0.1696353294
875	0.1695499406
876	0.1695030634
877	0.1693610181
878	0.1692750071
879	0.1692118508
880	0.1691121241
881	0.1689154875
882	0.1689069296
883	0.168782195
884	0.1687804091
885	0.1686588321
886	0.1685916887
887	0.1684576306
888	0.1684309802
889	0.1683922224
890	0.1682324319
891	0.1681619017
892	0.1680720264
893	0.1680038669
894	0.1679138063
895	0.1678514775
896	0.1676990872
897	0.1676976334
898	0.1676746498
899	0.1675800541
900	0.1675463235
901	0.1675168981
902	0.1674790386
903	0.1674755019
904	0.1674659025
905	0.1673633634
906	0.1673081303
907	0.1672646288
908	0.1671696189
909	0.1670854474
910	0.1670746415
911	0.1670374613
912	0.1669274433
913	0.1668483092
914	0.1667741804
915	0.1666978766
916	0.1666315356
917	0.1666265981
918	0.1665354781
919	0.1665030509
920	0.1664711839
921	0.1664275201
922	0.1664116996
923	0.1661877814
924	0.1661462341
925	0.1661084881
926	0.1660570511
927	0.1660203817
928	0.1659787217
929	0.1658300435
930	0.1657181209
931	0.1656785081
932	0.1656135844
933	0.1656127207
934	0.1654590598
935	0.1654146189
936	0.165348815
937	0.165330512
938	0.1652807308
939	0.1651192491
940	0.1650197624
941	0.1649715096
942	0.1648428498
943	0.1647220643
944	0.1645688091
945	0.1644263279
946	0.1642116923
947	0.1641542956
948	0.1640699658
949	0.1639303272
950	0.1638411316
951	0.1637981297
952	0.163795191
953	0.1636828646
954	0.1636383161
955	0.163608459
956	0.1635325703
957	0.1634505275
958	0.1633321732
959	0.1633121916
960	0.1632572552
961	0.1631839557
962	0.1630960436
963	0.1629703014
964	0.1628869726
965	0.162835756
966	0.1627496785
967	0.1627234412
968	0.1626645493
969	0.1626491072
970	0.1626187953
971	0.1625987137
972	0.1625954484
973	0.162575026
974	0.1625531128
975	0.1625019443
976	0.1624298556
977	0.1623677565
978	0.1622698695
979	0.162243881
980	0.1622224551
981	0.1621102289
982	0.162055854
983	0.1620517768
984	0.1619825013
985	0.1619164162
986	0.161866703
987	0.161847846
988	0.1617406411
989	0.161708727
990	0.1616022539
991	0.1615312468
992	0.1615086464
993	0.1614529807
994	0.161433222
995	0.1613921451
996	0.1613243732
997	0.1613067018
998	0.1612115517
999	0.1611717361
1000	0.1611254676
1001	0.1611074509
1002	0.1609968639
1003	0.1609933219
1004	0.160941302
1005	0.1608948911
1006	0.1608894705
1007	0.1607608188
1008	0.1607395171
1009	0.1607309235
1010	0.1606111314
1011	0.1606108142
1012	0.160546941
1013	0.1604352209
1014	0.1603784527
1015	0.1603433759
1016	0.160334105
1017	0.160313782
1018	0.1602998662
1019	0.1602503206
1020	0.1602035617
1021	0.1601400561
1022	0.1600776821
1023	0.1599981796
1024	0.1599355646
1025	0.159899073
1026	0.1598531987
1027	0.1598505118
1028	0.1598343762
1029	0.1597779377
1030	0.1597312523
1031	0.1596886598
1032	0.1596505814
1033	0.1596254849
1034	0.1596005476
1035	0.159596541
1036	0.1595458341
1037	0.1594832267
1038	0.159434587
1039	0.1593869922
1040	0.1593254248
1041	0.1592274484
1042	0.1592014719
1043	0.1591909989
1044	0.1591528352
1045	0.1591051236
1046	0.1590736051
1047	0.1590566206
1048	0.1590157087
1049	0.1589133744
1050	0.1589052435
1051	0.1588766924
1052	0.1588109232
1053	0.158725984
1054	0.1587198572
1055	0.1586837733
1056	0.1586525762
1057	0.1585354409
1058	0.1584553421
1059	0.1584253284
1060	0.1583522149
1061	0.1583084106
1062	0.158296892
1063	0.1582349954
1064	0.1580231752
1065	0.1579556718
1066	0.1579290013
1067	0.1578864839
1068	0.157819368
1069	0.1577805241
1070	0.1577743567
1071	0.157753999
1072	0.1577074345
1073	0.1576598855
1074	0.1575779399
1075	0.1575443839
1076	0.1575161316
1077	0.1574156664
1078	0.1573487724
1079	0.1572813395
1080	0.1572092027
1081	0.1571835714
1082	0.1571312502
1083	0.1571281756
1084	0.1570549549
1085	0.157016681
1086	0.1569633951
1087	0.1568516731
1088	0.1568151784
1089	0.1567655525
1090	0.1567465407
1091	0.1567034981
1092	0.1566553147
1093	0.1565507186
1094	0.1564870985
1095	0.1564543766
1096	0.1563546358
1097	0.1563216446
1098	0.1562380049
1099	0.1562335012
1100	0.1562208228
1101	0.1561942662
1102	0.1561362287
1103	0.1561318949
1104	0.1561069293
1105	0.156087821
1106	0.1560153878
1107	0.1559903521
1108	0.1559809006
1109	0.1559391939
1110	0.1557838551
1111	0.1557295079
1112	0.1556479294
1113	0.1555875736
1114	0.1555432695
1115	0.1554914962
1116	0.1554265518
1117	0.1553937796
1118	0.155367926
1119	0.1553173333
1120	0.1552826893
1121	0.1552537363
1122	0.1552159642
1123	0.1551523595
1124	0.1551504203
1125	0.1551326481
1126	0.1550926802
1127	0.1550226498
1128	0.154993365
1129	0.154905999
1130	0.1548853979
1131	0.1548812006
1132	0.1548341787
1133	0.1548096205
1134	0.1547078895
1135	0.1546166927
1136	0.1545662133
1137	0.1544272935
1138	0.1543147918
1139	0.1542862241
1140	0.1542417063
1141	0.1541967674
1142	0.1541858601
1143	0.1541491634
1144	0.1540961802
1145	0.1540453307
1146	0.1540107338
1147	0.1539504532
1148	0.1539362081
1149	0.1539139734
1150	0.1539027926
1151	0.153848099
1152	0.1537728464
1153	0.1537350022
1154	0.1536727015
1155	0.1535935239
1156	0.1535653095
1157	0.1535223413
1158	0.1534755133
1159	0.1534278523
1160	0.153393587
1161	0.1533418208
1162	0.1532599158
1163	0.1532306023
1164	0.1532178553
1165	0.1531524668
1166	0.1530908176
1167	0.1530121043
1168	0.1529187514
1169	0.1528652572
1170	0.15284099
1171	0.1527969059
1172	0.1527540018
1173	0.1527051085
1174	0.1526736855
1175	0.1526309038
1176	0.1525969878
1177	0.1525760753
1178	0.1525455528
1179	0.1525327792
1180	0.1524947188
1181	0.1524462197
1182	0.1523792308
1183	0.1523587672
1184	0.152355447
1185	0.1523544169
1186	0.1522637486
1187	0.1522416533
1188	0.1522090223
1189	0.1522064785
1190	0.1522010805
1191	0.1521964455
1192	0.1521872292
1193	0.1521842363
1194	0.1521230526
1195	0.1520621148
1196	0.1519115838
1197	0.1518605587
1198	0.1518333446
1199	0.1518054645
1200	0.1518024596
1201	0.1517529882
1202	0.151663927
1203	0.151642038
1204	0.1516349689
1205	0.1516301805
1206	0.151606622
1207	0.1515731053
1208	0.1515399582
1209	0.1514710609
1210	0.1514547082
1211	0.1514531328
1212	0.1514162905
1213	0.1514147834
1214	0.1512832457
1215	0.1512408254
1216	0.1512160531
1217	0.1511711078
1218	0.1511619146
1219	0.1511591297
1220	0.1511536865
1221	0.1511531089
1222	0.1511444709
1223	0.1510908287
1224	0.1510808207
1225	0.1509943922
1226	0.1509160784
1227	0.1508565726
1228	0.1507392483
1229	0.1506562224
1230	0.1506185185
1231	0.1506165469
1232	0.1506045134
1233	0.1504308078
1234	0.1504194504
1235	0.1504005428
1236	0.1503889347
1237	0.1502896148
1238	0.1502736548
1239	0.1502383337
1240	0.1502323825
1241	0.1501767905
1242	0.1501466287
1243	0.1500698201
1244	0.1500455726
1245	0.1500184349
1246	0.1499882647
1247	0.1498968883
1248	0.1498472159
1249	0.1498274192
1250	0.1497541698
1251	0.1496840125
1252	0.1496525454
1253	0.1495933158
1254	0.1495368558
1255	0.1494706285
1256	0.1494261823
1257	0.1494030333
1258	0.149395651
1259	0.1493371828
1260	0.149317023
1261	0.1493160576
1262	0.1492734566
1263	0.1492671441
1264	0.1492168145
1265	0.1491932704
1266	0.1491783672
1267	0.1491538306
1268	0.1490355477
1269	0.1490040006
1270	0.1489698874
1271	0.1489241421
1272	0.1488271493
1273	0.1488033932
1274	0.1487702233
1275	0.1487507523
1276	0.1487135374
1277	0.1486392327
1278	0.1485095337
1279	0.1484893121
1280	0.1484307429
1281	0.1483516183
1282	0.148328978
1283	0.1482506855
1284	0.1481641454
1285	0.1481621657
1286	0.1481408495
1287	0.1480818423
1288	0.1480535454
1289	0.1480303037
1290	0.1479458437
1291	0.1479169173
1292	0.1478876114
1293	0.1478834706
1294	0.1478025656
1295	0.1477768103
1296	0.1477003926
1297	0.1475855735
1298	0.1475320559
1299	0.1475042508
1300	0.1474535286
1301	0.1474220018
1302	0.1473441255
1303	0.147296939
1304	0.1472172678
1305	0.1471632317
1306	0.14716268
1307	0.1471528937
1308	0.1471248121
1309	0.1470698427
1310	0.1470186731
1311	0.1470156672
1312	0.1469947981
1313	0.1469603037
1314	0.146950011
1315	0.1468974547
1316	0.1468276288
1317	0.1467815318
1318	0.146754234
1319	0.1467065124
1320	0.1466645401
1321	0.1466179489
1322	0.1465851488
1323	0.1465230788
1324	0.1464815062
1325	0.146477017
1326	0.1463882718
1327	0.1463503622
1328	0.1462861224
1329	0.146249562
1330	0.1461654283
1331	0.1461156922
1332	0.1460323546
1333	0.1459673521
1334	0.1458958519
1335	0.1458463683
1336	0.1458300098
1337	0.1457903056
1338	0.145748964
1339	0.1457479022
1340	0.145700072
1341	0.1456947171
1342	0.1456163227
1343	0.1455432711
1344	0.1455376748
1345	0.1455198498
1346	0.14543951
1347	0.145428044
1348	0.1454182609
1349	0.1453802007
1350	0.1452818146
1351	0.1452067821
1352	0.1451548756
1353	0.1450823058
1354	0.1450429328
1355	0.1450416105
1356	0.1450057418
1357	0.1449979226
1358	0.1449359818
1359	0.144934232
1360	0.1448708268
1361	0.1448703648
1362	0.1448587896
1363	0.1447985929
1364	0.1447941009
1365	0.1447927245
1366	0.1447565498
1367	0.1446447705
1368	0.1446044831
1369	0.144573937
1370	0.1444789513
1371	0.1444591424
1372	0.1444586901
1373	0.1444055352
1374	0.1443418285
1375	0.1442695599
1376	0.1442576172
1377	0.1442014431
1378	0.1441898266
1379	0.1441782691
1380	0.1439934652
1381	0.1438956228
1382	0.1438663581
1383	0.14385417
1384	0.1438066413
1385	0.1437808541
1386	0.1437282389
1387	0.1437054762
1388	0.143605069
1389	0.1435976906
1390	0.1435650008
1391	0.1434540646
1392	0.1434250483
1393	0.1433978818
1394	0.1433913194
1395	0.1432608014
1396	0.1432089137
1397	0.1431865458
1398	0.1431364921
1399	0.1431160026
1400	0.1430766828
1401	0.1430136521
1402	0.1430026541
1403	0.1429747443
1404	0.1429247969
1405	0.1428915701
1406	0.142869066
1407	0.1428411146
1408	0.1428006363
1409	0.142739641
1410	0.1426809995
1411	0.1426720974
1412	0.142623631
1413	0.1425913676
1414	0.1425456409
1415	0.1425141573
1416	0.1424866532
1417	0.1424835261
1418	0.1424096441
1419	0.1423916847
1420	0.1423649397
1421	0.1422412803
1422	0.142208112
1423	0.1421951074
1424	0.1421606547
1425	0.142143048
1426	0.1420362168
1427	0.1420264314
1428	0.1419931106
1429	0.1419844878
1430	0.1419631232
1431	0.1419256759
1432	0.1418957211
1433	0.1418692483
1434	0.1418522986
1435	0.1418040181
1436	0.1416416222
1437	0.1416017079
1438	0.1415652499
1439	0.1415383438
1440	0.1415055231
1441	0.1414292613
1442	0.1414275069
1443	0.1414185312
1444	0.1413980697
1445	0.1413969222
1446	0.1413284777
1447	0.1413205351
1448	0.1413183619
1449	0.1412506944
1450	0.1412401136
1451	0.141193611
1452	0.1411757054
1453	0.1411198185
1454	0.1410626395
1455	0.1410096684
1456	0.1409906086
1457	0.1409436582
1458	0.1409189356
1459	0.1408426192
1460	0.1408374887
1461	0.1408181433
1462	0.1407603715
1463	0.1407346522
1464	0.1406832342
1465	0.1406304533
1466	0.1405780533
1467	0.140443314
1468	0.1404287257
1469	0.1404067585
1470	0.1403804072
1471	0.1403628812
1472	0.1403620144
1473	0.1403086829
1474	0.1402088147
1475	0.1401911861
1476	0.1401526401
1477	0.1401510753
1478	0.140091961
1479	0.1400848861
1480	0.1400494996
1481	0.1399519892
1482	0.13993014
1483	0.1398796152
1484	0.1398418309
1485	0.1397801508
1486	0.1397720604
1487	0.1397559869
1488	0.1397096781
1489	0.1396948091
1490	0.1396536775
1491	0.1396503237
1492	0.1396453789
1493	0.1396000245
1494	0.1395823204
1495	0.1395529206
1496	0.1395460605
1497	0.1395125593
1498	0.139472273
1499	0.139430878
1500	0.1394074796
1501	0.1393644226
1502	0.1393593222
1503	0.1393260875
1504	0.1393040073
1505	0.1392810538
1506	0.1392362664
1507	0.1392281179
1508	0.1391937918
1509	0.1391633367
1510	0.139100622
1511	0.1390947423
