iter	Passed	Remaining
1668	19550	27305
1669	19564	27296
1670	19576	27284
1671	19587	27272
1672	19600	27263
1673	19614	27254
1674	19627	27244
1675	19638	27231
1676	19650	27220
1677	19662	27209
1678	19674	27197
1679	19688	27188
1680	19700	27177
1681	19711	27165
1682	19723	27153
1683	19734	27141
1684	19748	27131
1685	19759	27119
1686	19770	27106
1687	19783	27096
1688	19793	27083
1689	19805	27071
1690	19819	27062
1691	19830	27050
1692	19841	27037
1693	19854	27026
1694	19865	27014
1695	19877	27003
1696	19890	26993
1697	19902	26981
1698	19914	26970
1699	19927	26960
1700	19938	26947
1701	19949	26935
1702	19961	26923
1703	19974	26914
1704	19986	26902
1705	19998	26891
1706	20010	26880
1707	20023	26869
1708	20035	26859
1709	20046	26845
1710	20058	26834
1711	20070	26822
1712	20081	26810
1713	20094	26800
1714	20105	26787
1715	20118	26777
1716	20130	26766
1717	20144	26757
1718	20158	26748
1719	20169	26736
1720	20179	26722
1721	20192	26711
1722	20203	26699
1723	20215	26687
1724	20227	26676
1725	20239	26665
1726	20250	26652
1727	20262	26641
1728	20275	26631
1729	20287	26620
1730	20300	26609
1731	20313	26599
1732	20325	26588
1733	20338	26578
1734	20350	26566
1735	20365	26559
1736	20376	26546
1737	20388	26534
1738	20401	26525
1739	20418	26520
1740	20431	26511
1741	20443	26498
1742	20453	26485
1743	20466	26474
1744	20479	26464
1745	20492	26455
1746	20504	26442
1747	20516	26431
1748	20526	26417
1749	20539	26407
1750	20551	26397
1751	20562	26384
1752	20576	26374
1753	20588	26363
1754	20602	26354
1755	20615	26344
1756	20625	26330
1757	20637	26319
1758	20650	26309
1759	20664	26300
1760	20676	26288
1761	20691	26281
1762	20703	26269
1763	20715	26259
1764	20726	26245
1765	20740	26236
1766	20755	26229
1767	20764	26213
1768	20774	26200
1769	20786	26188
1770	20799	26178
1771	20812	26168
1772	20823	26155
1773	20835	26144
1774	20849	26134
1775	20862	26125
1776	20876	26115
1777	20888	26105
1778	20900	26093
1779	20912	26081
1780	20924	26070
1781	20937	26060
1782	20946	26045
1783	20958	26033
1784	20969	26021
1785	20981	26009
1786	20993	25998
1787	21005	25987
1788	21019	25978
1789	21029	25964
1790	21040	25951
1791	21050	25937
1792	21061	25924
1793	21074	25914
1794	21084	25900
1795	21096	25888
1796	21108	25877
1797	21118	25863
1798	21129	25851
1799	21141	25840
1800	21153	25827
1801	21165	25816
1802	21178	25806
1803	21187	25791
1804	21198	25778
1805	21211	25768
1806	21224	25758
1807	21237	25747
1808	21248	25736
1809	21261	25725
1810	21274	25714
1811	21285	25702
1812	21298	25692
1813	21311	25681
1814	21322	25668
1815	21334	25658
1816	21347	25647
1817	21358	25635
1818	21369	25622
1819	21382	25612
1820	21394	25600
1821	21406	25589
1822	21421	25581
1823	21435	25572
1824	21446	25559
1825	21459	25549
1826	21473	25539
1827	21488	25531
1828	21508	25529
1829	21520	25518
1830	21532	25507
1831	21545	25496
1832	21557	25485
1833	21569	25474
1834	21580	25461
1835	21592	25449
1836	21606	25441
1837	21619	25430
1838	21630	25418
1839	21643	25407
1840	21655	25396
1841	21669	25386
1842	21681	25375
1843	21693	25363
1844	21702	25349
1845	21714	25337
1846	21725	25324
1847	21737	25313
1848	21751	25303
1849	21764	25293
1850	21776	25282
1851	21787	25269
1852	21797	25256
1853	21808	25242
1854	21819	25230
1855	21834	25222
1856	21846	25211
1857	21859	25201
1858	21873	25191
1859	21889	25184
1860	21904	25176
1861	21916	25164
1862	21927	25152
1863	21940	25142
1864	21954	25133
1865	21968	25123
1866	21979	25110
1867	21992	25100
1868	22002	25086
1869	22017	25078
1870	22029	25067
1871	22041	25056
1872	22054	25045
1873	22066	25033
1874	22079	25022
1875	22090	25010
1876	22102	24999
1877	22116	24989
1878	22127	24977
1879	22136	24962
1880	22149	24952
1881	22162	24941
1882	22174	24930
1883	22183	24915
1884	22196	24905
1885	22208	24893
1886	22218	24879
1887	22230	24868
1888	22239	24853
1889	22252	24843
1890	22265	24832
1891	22277	24821
1892	22289	24809
1893	22300	24796
1894	22310	24782
1895	22320	24768
1896	22331	24756
1897	22343	24745
1898	22356	24734
1899	22368	24723
1900	22379	24710
1901	22390	24697
1902	22403	24687
1903	22414	24674
1904	22425	24662
1905	22438	24651
1906	22450	24640
1907	22464	24631
1908	22478	24622
1909	22492	24611
1910	22503	24599
1911	22516	24589
1912	22532	24582
1913	22543	24569
1914	22552	24554
1915	22563	24541
1916	22574	24528
1917	22585	24516
1918	22595	24503
1919	22608	24492
1920	22621	24481
1921	22629	24466
1922	22640	24453
1923	22651	24440
1924	22664	24430
1925	22675	24418
1926	22690	24409
1927	22707	24403
1928	22721	24394
1929	22736	24385
1930	22748	24373
1931	22757	24359
1932	22771	24350
1933	22783	24338
1934	22794	24325
1935	22806	24314
1936	22819	24303
1937	22834	24295
1938	22847	24284
1939	22860	24274
1940	22871	24262
1941	22885	24252
1942	22896	24240
1943	22907	24226
1944	22918	24214
1945	22930	24202
1946	22943	24192
1947	22955	24180
1948	22968	24170
1949	22979	24157
1950	22988	24142
1951	23004	24135
1952	23019	24127
1953	23032	24116
1954	23046	24107
1955	23058	24096
1956	23069	24082
1957	23084	24074
1958	23097	24064
1959	23112	24055
1960	23123	24043
1961	23135	24031
1962	23147	24019
1963	23159	24008
1964	23174	24000
1965	23185	23987
1966	23199	23977
1967	23210	23965
1968	23224	23955
1969	23234	23942
1970	23248	23932
1971	23260	23920
1972	23272	23909
1973	23283	23897
1974	23295	23885
1975	23311	23877
1976	23323	23865
1977	23334	23853
1978	23345	23840
1979	23358	23830
1980	23372	23821
1981	23383	23808
1982	23393	23794
1983	23405	23783
1984	23421	23775
1985	23432	23762
1986	23444	23751
1987	23453	23737
1988	23466	23726
1989	23475	23711
1990	23485	23698
1991	23496	23685
1992	23508	23673
1993	23520	23661
1994	23533	23651
1995	23543	23638
1996	23556	23626
1997	23566	23613
1998	23580	23604
1999	23591	23591
2000	23604	23581
2001	23621	23574
2002	23633	23563
2003	23648	23554
2004	23658	23540
2005	23671	23530
2006	23685	23520
2007	23695	23506
2008	23707	23494
2009	23719	23483
2010	23733	23473
2011	23746	23463
2012	23761	23454
2013	23772	23442
2014	23786	23432
2015	23798	23420
2016	23810	23409
2017	23825	23400
2018	23834	23386
2019	23848	23376
2020	23861	23365
2021	23871	23352
2022	23885	23342
2023	23894	23328
2024	23907	23317
2025	23920	23306
2026	23933	23295
2027	23946	23285
2028	23958	23273
2029	23968	23260
2030	23982	23250
2031	23995	23239
2032	24006	23227
2033	24018	23215
2034	24029	23202
2035	24041	23190
2036	24049	23175
2037	24060	23163
2038	24075	23154
2039	24089	23144
2040	24101	23133
2041	24114	23122
2042	24126	23110
2043	24139	23100
2044	24150	23087
2045	24162	23075
2046	24176	23066
2047	24186	23053
2048	24206	23048
2049	24221	23040
2050	24253	23047
2051	24276	23045
2052	24287	23033
2053	24301	23023
2054	24313	23012
2055	24327	23002
2056	24339	22990
2057	24354	22982
2058	24365	22969
2059	24378	22958
2060	24390	22946
2061	24402	22934
2062	24415	22924
2063	24427	22912
2064	24437	22899
2065	24449	22887
2066	24461	22875
2067	24473	22864
2068	24487	22854
2069	24497	22840
2070	24510	22829
2071	24521	22817
2072	24532	22804
2073	24545	22793
2074	24559	22783
2075	24570	22771
2076	24583	22760
2077	24604	22757
2078	24616	22745
2079	24633	22738
2080	24644	22725
2081	24658	22715
2082	24671	22704
2083	24682	22693
2084	24697	22683
2085	24711	22674
2086	24725	22664
2087	24736	22651
2088	24747	22638
2089	24761	22628
2090	24775	22618
2091	24788	22608
2092	24800	22596
2093	24812	22585
2094	24826	22574
2095	24840	22564
2096	24853	22554
2097	24867	22544
2098	24880	22533
2099	24893	22522
2100	24904	22509
2101	24933	22513
2102	24949	22505
2103	24970	22501
2104	24981	22489
2105	24993	22477
2106	25002	22463
2107	25015	22452
2108	25027	22440
2109	25040	22430
2110	25054	22419
2111	25067	22408
2112	25080	22398
2113	25094	22388
2114	25105	22375
2115	25118	22364
2116	25128	22351
2117	25142	22340
2118	25151	22326
2119	25161	22313
2120	25173	22300
2121	25184	22288
2122	25194	22275
2123	25209	22265
2124	25220	22253
2125	25232	22241
2126	25245	22230
2127	25258	22220
2128	25270	22208
2129	25282	22196
2130	25296	22186
2131	25310	22176
2132	25322	22164
2133	25334	22153
2134	25349	22143
2135	25362	22132
2136	25371	22118
2137	25383	22106
2138	25393	22093
2139	25404	22080
2140	25415	22067
2141	25429	22057
2142	25444	22048
2143	25455	22035
2144	25469	22026
2145	25481	22014
2146	25493	22002
2147	25506	21991
2148	25515	21977
2149	25528	21966
2150	25540	21954
2151	25552	21942
2152	25563	21930
2153	25575	21918
2154	25588	21907
2155	25599	21894
2156	25611	21882
2157	25623	21871
2158	25637	21861
2159	25649	21849
2160	25662	21838
2161	25673	21826
2162	25686	21815
2163	25696	21801
2164	25711	21792
2165	25724	21781
2166	25736	21769
2167	25745	21755
2168	25760	21746
2169	25772	21734
2170	25782	21721
2171	25792	21707
2172	25804	21696
2173	25819	21686
2174	25835	21677
2175	25848	21666
2176	25861	21656
2177	25874	21645
2178	25887	21634
2179	25899	21622
2180	25913	21612
2181	25924	21599
2182	25936	21588
2183	25952	21579
2184	25966	21569
2185	25981	21560
2186	25993	21547
2187	26007	21538
2188	26020	21527
2189	26030	21514
2190	26043	21503
2191	26055	21491
2192	26067	21479
2193	26079	21467
2194	26092	21456
2195	26104	21444
2196	26116	21432
2197	26128	21421
2198	26143	21411
2199	26155	21399
2200	26167	21388
2201	26181	21377
2202	26189	21363
2203	26202	21352
2204	26216	21341
2205	26228	21329
2206	26240	21318
2207	26252	21306
2208	26265	21295
2209	26278	21284
2210	26288	21271
2211	26301	21259
2212	26316	21250
2213	26325	21236
2214	26336	21223
2215	26351	21214
2216	26361	21200
2217	26373	21188
2218	26385	21177
2219	26396	21165
2220	26407	21152
2221	26421	21141
2222	26432	21129
2223	26446	21119
2224	26461	21109
2225	26473	21098
2226	26484	21084
2227	26495	21072
2228	26509	21062
2229	26521	21051
2230	26533	21038
2231	26542	21025
2232	26558	21015
2233	26567	21002
2234	26578	20989
2235	26589	20976
2236	26600	20963
2237	26612	20952
2238	26626	20942
2239	26642	20933
2240	26655	20922
2241	26668	20911
2242	26681	20899
2243	26692	20887
2244	26708	20879
2245	26720	20867
2246	26734	20857
2247	26746	20845
2248	26758	20833
2249	26771	20822
2250	26784	20811
2251	26796	20799
2252	26810	20789
2253	26824	20778
2254	26837	20767
2255	26846	20753
2256	26859	20742
2257	26873	20732
2258	26883	20719
2259	26894	20706
2260	26906	20694
2261	26919	20683
2262	26929	20670
2263	26941	20658
2264	26955	20648
2265	26967	20636
2266	26979	20624
2267	26991	20612
2268	27005	20601
2269	27018	20591
2270	27029	20578
2271	27042	20567
2272	27055	20556
2273	27067	20544
2274	27081	20534
2275	27094	20522
2276	27105	20510
2277	27117	20498
2278	27133	20489
2279	27143	20476
2280	27158	20467
2281	27168	20453
2282	27178	20440
2283	27191	20429
2284	27207	20420
2285	27217	20407
2286	27229	20395
2287	27239	20382
2288	27253	20371
2289	27263	20358
2290	27276	20347
2291	27284	20332
2292	27295	20320
2293	27306	20307
2294	27317	20295
2295	27329	20282
2296	27342	20271
2297	27351	20257
2298	27365	20247
2299	27377	20235
2300	27387	20222
2301	27400	20211
2302	27413	20200
2303	27424	20187
2304	27437	20176
2305	27447	20163
2306	27458	20150
2307	27471	20139
2308	27485	20128
2309	27497	20117
2310	27510	20106
2311	27520	20092
2312	27530	20079
2313	27540	20066
2314	27552	20054
2315	27563	20041
2316	27575	20030
2317	27585	20016
2318	27598	20005
2319	27611	19994
2320	27620	19980
2321	27629	19966
2322	27643	19956
2323	27652	19942
2324	27666	19931
2325	27677	19919
2326	27689	19907
2327	27703	19897
2328	27718	19887
2329	27731	19875
2330	27745	19865
2331	27757	19853
2332	27773	19844
2333	27790	19836
2334	27804	19826
2335	27816	19814
2336	27831	19804
2337	27846	19795
2338	27856	19781
2339	27865	19767
2340	27876	19754
2341	27892	19745
2342	27904	19734
2343	27918	19724
2344	27931	19712
2345	27943	19700
2346	27954	19688
2347	27968	19678
2348	27980	19665
2349	27992	19653
2350	28005	19643
2351	28019	19633
2352	28033	19622
2353	28044	19609
2354	28057	19598
2355	28072	19588
2356	28082	19575
2357	28091	19561
2358	28104	19550
2359	28118	19540
2360	28131	19528
2361	28144	19517
2362	28156	19506
2363	28168	19494
2364	28183	19483
2365	28196	19472
2366	28212	19463
2367	28223	19451
2368	28235	19439
2369	28246	19426
2370	28261	19417
2371	28274	19405
2372	28288	19395
2373	28298	19382
2374	28312	19371
2375	28322	19358
2376	28336	19347
2377	28346	19335
2378	28356	19321
2379	28368	19309
2380	28381	19298
2381	28394	19287
2382	28408	19276
2383	28420	19265
2384	28434	19254
2385	28446	19242
2386	28457	19230
2387	28469	19218
2388	28477	19203
2389	28489	19191
2390	28501	19179
2391	28513	19168
2392	28528	19158
2393	28540	19146
2394	28553	19134
2395	28565	19123
2396	28578	19112
2397	28590	19099
2398	28600	19087
2399	28613	19075
2400	28624	19063
2401	28635	19050
2402	28647	19038
2403	28663	19029
2404	28676	19018
2405	28688	19006
2406	28700	18994
2407	28714	18984
2408	28730	18974
2409	28741	18962
2410	28754	18950
2411	28767	18939
2412	28779	18928
2413	28789	18915
2414	28800	18902
2415	28817	18893
2416	28830	18882
2417	28844	18871
2418	28858	18861
2419	28868	18848
2420	28880	18835
2421	28893	18824
2422	28904	18812
2423	28916	18800
2424	28928	18788
2425	28941	18777
2426	28954	18766
2427	28965	18753
2428	28979	18742
2429	28989	18730
2430	29003	18719
2431	29015	18707
2432	29026	18694
2433	29039	18683
2434	29050	18671
2435	29063	18659
2436	29075	18648
2437	29088	18636
2438	29099	18624
2439	29111	18611
2440	29123	18600
2441	29134	18587
2442	29145	18575
2443	29159	18564
2444	29172	18553
2445	29181	18539
2446	29194	18528
2447	29206	18516
2448	29220	18505
2449	29230	18492
2450	29239	18479
2451	29250	18466
2452	29262	18454
2453	29274	18442
2454	29285	18429
2455	29295	18417
2456	29310	18406
2457	29324	18396
2458	29336	18384
2459	29349	18373
2460	29361	18361
2461	29373	18349
2462	29386	18338
2463	29398	18326
2464	29410	18314
2465	29421	18301
2466	29431	18288
2467	29443	18277
2468	29455	18265
2469	29470	18255
2470	29483	18243
2471	29496	18232
2472	29510	18221
2473	29522	18210
2474	29536	18199
2475	29548	18187
2476	29561	18175
2477	29571	18163
2478	29584	18151
2479	29599	18141
2480	29612	18130
2481	29621	18116
2482	29634	18105
2483	29647	18093
2484	29655	18079
2485	29668	18068
2486	29682	18057
2487	29693	18044
2488	29706	18033
2489	29718	18022
2490	29730	18010
2491	29740	17997
2492	29752	17985
2493	29764	17973
2494	29776	17961
2495	29789	17949
2496	29801	17938
2497	29815	17927
2498	29829	17916
2499	29841	17905
2500	29854	17893
2501	29870	17884
2502	29895	17879
2503	29922	17877
2504	29938	17867
2505	29957	17859
2506	29967	17846
2507	29980	17835
2508	29991	17822
2509	30001	17809
2510	30013	17797
2511	30023	17784
2512	30033	17771
2513	30047	17760
2514	30061	17750
2515	30074	17738
2516	30087	17727
2517	30099	17715
2518	30114	17705
2519	30128	17694
2520	30142	17683
2521	30154	17671
2522	30164	17658
2523	30177	17647
2524	30188	17634
2525	30201	17623
2526	30213	17611
2527	30227	17600
2528	30240	17589
2529	30249	17575
2530	30259	17562
2531	30272	17551
2532	30283	17539
2533	30294	17526
2534	30307	17514
2535	30319	17502
2536	30330	17490
2537	30342	17478
2538	30355	17467
2539	30368	17455
2540	30380	17444
2541	30392	17431
2542	30406	17421
2543	30420	17410
2544	30432	17398
2545	30444	17386
2546	30457	17374
2547	30470	17363
2548	30480	17350
2549	30490	17337
2550	30503	17326
2551	30515	17314
2552	30526	17302
2553	30540	17291
2554	30553	17279
2555	30564	17267
2556	30575	17254
2557	30587	17242
2558	30598	17230
2559	30610	17218
2560	30620	17205
2561	30632	17193
2562	30647	17182
2563	30658	17170
2564	30669	17158
2565	30681	17146
2566	30693	17134
2567	30704	17121
2568	30724	17114
2569	30738	17103
2570	30752	17092
2571	30764	17080
2572	30776	17068
2573	30788	17056
2574	30800	17044
2575	30810	17031
2576	30821	17019
2577	30834	17007
2578	30847	16996
2579	30859	16984
2580	30873	16973
2581	30887	16962
2582	30900	16951
2583	30912	16939
2584	30925	16928
2585	30936	16915
2586	30952	16906
2587	30966	16895
2588	30979	16883
2589	30991	16871
2590	31001	16858
2591	31012	16846
2592	31027	16836
2593	31038	16823
2594	31049	16810
2595	31060	16798
2596	31071	16786
2597	31083	16774
2598	31095	16761
2599	31105	16749
2600	31116	16736
2601	31129	16725
2602	31139	16712
2603	31150	16699
2604	31161	16687
2605	31173	16675
2606	31183	16662
2607	31197	16651
2608	31209	16639
2609	31221	16627
2610	31233	16615
2611	31243	16602
2612	31256	16591
2613	31268	16579
2614	31282	16568
2615	31297	16557
2616	31307	16544
2617	31319	16533
2618	31333	16522
2619	31345	16510
2620	31357	16498
2621	31369	16486
2622	31382	16474
2623	31391	16461
2624	31404	16449
2625	31413	16436
2626	31425	16424
2627	31433	16410
2628	31445	16398
2629	31457	16386
2630	31470	16375
2631	31484	16364
2632	31497	16352
2633	31507	16340
2634	31523	16330
2635	31533	16316
2636	31545	16305
2637	31559	16294
2638	31570	16281
2639	31583	16270
2640	31597	16259
2641	31608	16246
2642	31619	16234
2643	31628	16220
2644	31640	16209
2645	31651	16196
2646	31662	16184
2647	31672	16171
2648	31686	16160
2649	31697	16147
2650	31708	16135
2651	31721	16123
2652	31733	16111
2653	31745	16100
2654	31757	16088
2655	31767	16075
2656	31781	16064
2657	31796	16053
2658	31808	16041
2659	31821	16030
2660	31837	16020
2661	31847	16007
2662	31860	15996
2663	31875	15985
2664	31890	15975
2665	31900	15961
2666	31911	15949
2667	31927	15939
2668	31937	15926
2669	31949	15915
2670	31959	15902
2671	31972	15890
2672	31985	15879
2673	31995	15866
2674	32004	15852
2675	32014	15839
2676	32028	15828
2677	32037	15815
2678	32047	15802
2679	32059	15790
2680	32072	15778
2681	32083	15766
2682	32093	15753
2683	32106	15742
2684	32119	15730
2685	32137	15721
2686	32150	15710
2687	32160	15697
2688	32171	15685
2689	32185	15674
2690	32199	15663
2691	32210	15650
2692	32223	15639
2693	32235	15627
2694	32248	15615
2695	32260	15603
2696	32273	15592
2697	32288	15581
2698	32301	15570
2699	32313	15558
2700	32325	15546
2701	32336	15533
2702	32347	15521
2703	32358	15508
2704	32370	15497
2705	32381	15484
2706	32393	15472
2707	32407	15461
2708	32418	15449
2709	32429	15437
2710	32440	15424
2711	32451	15412
2712	32462	15399
2713	32475	15388
2714	32486	15375
2715	32497	15363
2716	32504	15349
2717	32518	15337
2718	32529	15325
2719	32538	15312
2720	32549	15300
2721	32563	15288
2722	32577	15277
2723	32587	15265
2724	32599	15253
2725	32612	15241
2726	32622	15228
2727	32633	15216
2728	32647	15204
2729	32663	15194
2730	32676	15183
2731	32690	15172
2732	32703	15160
2733	32716	15149
2734	32732	15139
2735	32745	15128
2736	32760	15117
2737	32771	15105
2738	32787	15094
2739	32797	15081
2740	32809	15070
2741	32818	15056
2742	32830	15044
2743	32842	15033
2744	32852	15020
2745	32864	15007
2746	32877	14996
2747	32888	14984
2748	32899	14971
2749	32913	14960
2750	32926	14949
2751	32940	14938
2752	32953	14926
2753	32964	14914
2754	32977	14902
2755	32986	14889
2756	33001	14878
2757	33013	14866
2758	33022	14853
2759	33034	14841
2760	33047	14830
2761	33060	14818
2762	33073	14807
2763	33085	14795
2764	33098	14783
2765	33109	14771
2766	33121	14759
2767	33134	14747
2768	33144	14734
2769	33159	14724
2770	33172	14712
2771	33184	14700
2772	33200	14690
2773	33213	14679
2774	33225	14667
2775	33238	14655
2776	33249	14642
2777	33259	14630
2778	33272	14618
2779	33282	14606
2780	33295	14594
2781	33307	14582
2782	33318	14569
2783	33330	14558
2784	33339	14544
2785	33351	14533
2786	33364	14521
2787	33377	14509
2788	33391	14498
2789	33402	14486
2790	33413	14474
2791	33424	14461
2792	33437	14450
2793	33448	14437
2794	33459	14425
2795	33471	14413
2796	33482	14401
2797	33495	14389
2798	33509	14378
2799	33521	14366
2800	33532	14353
2801	33544	14341
2802	33554	14329
2803	33564	14316
2804	33575	14303
2805	33587	14291
2806	33600	14280
2807	33613	14269
2808	33627	14257
2809	33638	14245
2810	33651	14234
2811	33663	14221
2812	33675	14210
2813	33687	14198
2814	33698	14185
2815	33709	14173
2816	33725	14163
2817	33740	14152
2818	33752	14140
2819	33767	14129
2820	33780	14118
2821	33795	14107
2822	33809	14096
2823	33820	14083
2824	33835	14072
2825	33847	14061
2826	33861	14050
2827	33875	14038
2828	33886	14026
2829	33901	14015
2830	33916	14005
2831	33928	13993
2832	33941	13981
2833	33953	13969
2834	33965	13957
2835	33977	13945
2836	33989	13933
2837	34001	13921
2838	34014	13910
2839	34025	13897
2840	34035	13884
2841	34049	13873
2842	34059	13861
2843	34073	13849
2844	34085	13837
2845	34095	13825
2846	34108	13813
2847	34123	13802
2848	34136	13791
2849	34147	13779
2850	34160	13767
2851	34172	13755
2852	34187	13744
2853	34199	13732
2854	34210	13720
2855	34220	13707
2856	34232	13695
2857	34245	13683
2858	34257	13671
2859	34268	13659
2860	34281	13647
2861	34293	13635
2862	34307	13624
2863	34319	13612
2864	34333	13601
2865	34346	13590
2866	34361	13579
2867	34371	13566
2868	34381	13553
2869	34392	13541
2870	34402	13528
2871	34414	13516
2872	34428	13505
2873	34442	13494
2874	34454	13482
2875	34466	13470
2876	34477	13457
2877	34491	13446
2878	34506	13435
2879	34515	13422
2880	34527	13410
2881	34539	13398
2882	34554	13388
2883	34567	13376
2884	34580	13364
2885	34592	13352
2886	34604	13340
2887	34616	13328
2888	34626	13315
2889	34638	13303
2890	34648	13291
2891	34659	13278
2892	34671	13267
2893	34683	13255
2894	34696	13243
2895	34712	13232
2896	34735	13225
2897	34745	13212
2898	34758	13200
2899	34772	13189
2900	34790	13179
2901	34802	13167
2902	34816	13156
2903	34831	13145
2904	34846	13135
2905	34857	13122
2906	34870	13111
2907	34880	13098
2908	34894	13087
2909	34905	13074
2910	34919	13063
2911	34933	13051
2912	34944	13039
2913	34958	13028
2914	34970	13016
2915	34983	13004
2916	34998	12993
2917	35012	12982
2918	35025	12971
2919	35036	12958
2920	35047	12946
2921	35059	12934
2922	35070	12921
2923	35084	12910
2924	35097	12899
2925	35108	12886
2926	35120	12874
2927	35133	12863
2928	35145	12851
2929	35157	12839
2930	35169	12827
2931	35183	12815
2932	35194	12803
2933	35205	12791
2934	35215	12778
2935	35229	12766
2936	35238	12754
2937	35249	12741
2938	35259	12728
2939	35268	12715
2940	35285	12705
2941	35299	12694
2942	35309	12681
2943	35321	12669
2944	35334	12658
2945	35348	12646
2946	35359	12634
2947	35371	12622
2948	35382	12610
2949	35396	12598
2950	35409	12587
2951	35420	12574
2952	35433	12563
2953	35449	12552
2954	35462	12541
2955	35475	12529
2956	35489	12517
2957	35500	12505
2958	35515	12494
2959	35528	12483
2960	35539	12470
2961	35549	12458
2962	35563	12446
2963	35572	12433
2964	35586	12422
2965	35596	12409
2966	35610	12398
2967	35623	12386
2968	35633	12373
2969	35646	12362
2970	35659	12350
2971	35670	12338
2972	35684	12326
2973	35696	12314
2974	35709	12303
2975	35723	12291
2976	35736	12280
2977	35751	12269
2978	35756	12255
2979	35769	12243
2980	35782	12231
2981	35793	12219
2982	35808	12208
2983	35820	12196
2984	35830	12183
2985	35843	12171
2986	35855	12160
2987	35866	12147
2988	35878	12135
2989	35891	12123
2990	35902	12111
2991	35916	12100
2992	35927	12087
2993	35939	12075
2994	35951	12063
2995	35962	12051
2996	35973	12039
2997	35988	12028
2998	36000	12016
2999	36010	12003
3000	36023	11991
3001	36037	11980
3002	36046	11967
3003	36061	11956
3004	36074	11944
3005	36087	11933
3006	36097	11920
3007	36108	11908
3008	36118	11895
3009	36131	11883
3010	36141	11871
3011	36155	11859
3012	36170	11848
3013	36184	11837
3014	36196	11825
3015	36207	11813
3016	36222	11802
3017	36237	11791
3018	36248	11778
3019	36260	11766
3020	36271	11754
3021	36284	11742
3022	36297	11730
3023	36310	11719
3024	36321	11706
3025	36332	11694
3026	36347	11683
3027	36363	11672
3028	36375	11660
3029	36389	11649
3030	36405	11638
3031	36419	11627
3032	36431	11615
3033	36441	11602
3034	36453	11590
3035	36464	11578
3036	36475	11566
3037	36488	11554
3038	36502	11542
3039	36516	11531
3040	36529	11519
3041	36543	11508
3042	36553	11495
3043	36563	11483
3044	36575	11471
3045	36591	11460
3046	36605	11448
3047	36615	11436
3048	36631	11425
3049	36644	11413
3050	36656	11401
3051	36669	11390
3052	36681	11378
3053	36694	11366
3054	36719	11358
3055	36742	11349
3056	36761	11340
3057	36777	11329
3058	36792	11317
3059	36804	11305
3060	36819	11294
3061	36832	11283
3062	36843	11270
3063	36855	11258
3064	36866	11246
3065	36880	11235
3066	36896	11224
3067	36910	11212
3068	36920	11199
3069	36932	11187
3070	36945	11176
3071	36959	11164
3072	36972	11153
3073	36983	11140
3074	36994	11128
3075	37006	11116
3076	37024	11106
3077	37038	11094
3078	37048	11081
3079	37062	11070
3080	37073	11058
3081	37085	11046
3082	37098	11034
3083	37111	11022
3084	37124	11010
3085	37136	10998
3086	37150	10987
3087	37163	10975
3088	37175	10963
3089	37190	10952
3090	37199	10939
3091	37210	10927
3092	37222	10915
3093	37234	10903
3094	37248	10891
3095	37259	10879
3096	37271	10867
3097	37283	10855
3098	37295	10843
3099	37307	10831
3100	37321	10819
3101	37335	10808
3102	37347	10796
3103	37359	10784
3104	37371	10772
3105	37382	10759
3106	37394	10747
3107	37405	10735
3108	37416	10723
3109	37428	10711
3110	37442	10699
3111	37455	10687
3112	37468	10676
3113	37481	10664
3114	37493	10652
3115	37508	10641
3116	37522	10629
3117	37535	10617
3118	37547	10605
3119	37558	10593
3120	37568	10580
3121	37581	10569
3122	37593	10556
3123	37603	10544
3124	37615	10532
3125	37625	10519
3126	37638	10507
3127	37648	10495
3128	37660	10483
3129	37674	10471
3130	37688	10460
3131	37698	10447
3132	37708	10435
3133	37723	10424
3134	37737	10412
3135	37750	10400
3136	37762	10388
3137	37773	10376
3138	37783	10363
3139	37797	10352
3140	37809	10340
3141	37822	10328
3142	37835	10316
3143	37847	10304
3144	37858	10292
3145	37871	10280
3146	37883	10268
3147	37895	10256
3148	37908	10244
3149	37923	10233
3150	37935	10221
3151	37947	10209
3152	37963	10198
3153	37978	10186
3154	37989	10174
3155	38000	10162
3156	38012	10150
3157	38022	10137
3158	38031	10125
3159	38044	10112
3160	38054	10100
3161	38067	10088
3162	38078	10076
3163	38091	10064
3164	38103	10052
3165	38115	10040
3166	38127	10028
3167	38138	10016
3168	38151	10004
3169	38165	9992
3170	38175	9980
3171	38186	9967
3172	38197	9955
3173	38209	9943
3174	38222	9931
3175	38234	9919
3176	38248	9908
3177	38263	9896
3178	38275	9884
3179	38287	9872
3180	38299	9860
3181	38310	9848
3182	38320	9835
3183	38332	9823
3184	38342	9811
3185	38356	9799
3186	38367	9787
3187	38378	9775
3188	38389	9762
3189	38400	9750
3190	38415	9739
3191	38426	9726
3192	38436	9714
3193	38448	9702
3194	38465	9691
3195	38479	9680
3196	38492	9668
3197	38504	9656
3198	38512	9643
3199	38524	9631
3200	38538	9619
3201	38551	9607
3202	38563	9595
3203	38576	9584
3204	38586	9571
3205	38596	9558
3206	38608	9546
3207	38620	9534
3208	38636	9523
3209	38649	9511
3210	38661	9499
3211	38670	9487
3212	38679	9474
3213	38695	9463
3214	38709	9451
3215	38724	9440
3216	38734	9427
3217	38747	9415
3218	38760	9404
3219	38776	9393
3220	38790	9381
3221	38802	9369
